titel;bedrag
[text];[MEUR/Yr]
KL_p_GeoThermie;49.3331442
KL_p_RestWarmte;-0.788795527
KL_p_BioWKK;-1.35750302
KL_p_WijkWKK;0
KL_p_WKO;174.049143
