titel;bedrag
[text];[MEUR/Yr]
KL_e_projectmanagemente;2.67798029
WijkDistributeur_GeoThermie;72.1762372
WijkDistributeur_RestWarmte;99.1094712
WijkDistributeur_BioWKK;9.92833925
WijkDistributeur_WijkWKK;0
PrimairTransporteur_GeoThermie;0
PrimairTransporteur_RestWarmte;15.1594309
PrimairTransporteur_BioWKK;0
PrimairTransporteur_WijkWKK;0
GeoThermie_;17.9235123
RestWarmte_;6.41738898
BioWKK_;7.74296894
WijkWKK_;0
Leverancier_GeoThermie;14.3914919
Leverancier_RestWarmte;25.4860453
Leverancier_BioWKK;5.24311909
Leverancier_WijkWKK;0
KL_e_projectmanagement_WKO;0.559186961
