titel;bedrag
[text];[MEUR/Yr]
KL_p_GeoThermie;149.178823
KL_p_RestWarmte;104.28913
KL_p_BioWKK;26.7174802
KL_p_WijkWKK;0
KL_p_WKO;395.484056
