titel;bedrag
[text];[MEUR/Yr]
GasNet_;2777.80289
ElektriciteitsNet_;3457.07454
Woning_Eigenaar_LokaleOpwekking;0
UitlegWoning_Eigenaar_LokaleOpwekking;123.309827
Utiliteit_Eigenaar_LokaleOpwekking;54.8506791
UitlegUtil_Eigenaar_LokaleOpwekking;0
Glastuinbouw_Eigenaar_LokaleOpwekking;0
UitlegGlTb_Eigenaar_LokaleOpwekking;0
InpandigeDistributeur_GeoThermie;5.06945724
InpandigeDistributeur_RestWarmte;12.3196096
InpandigeDistributeur_BioWKK;0.915622369
InpandigeDistributeur_WijkWKK;0
WijkDistributeur_GeoThermie;117.346035
WijkDistributeur_RestWarmte;127.257157
WijkDistributeur_BioWKK;13.6602953
WijkDistributeur_WijkWKK;0
PrimairTransporteur_GeoThermie;0
PrimairTransporteur_RestWarmte;15.1594309
PrimairTransporteur_BioWKK;0
PrimairTransporteur_WijkWKK;0
GeoThermie_;17.9235123
RestWarmte_;6.41738898
BioWKK_;7.74296894
WijkWKK_;0
WKO_;5.74837884
