UtiliteitsType;Aantal;Restwarmte;GeoThermie;WijkWKK;BioWKK;WKO;Aardgas
[];[m^2];[m^2];[m^2];[m^2];[m^2];[m^2];[m^2]
kantoor;3988988;269462;31218;0;37870;0;3650438
winkel;950871;54089;9080;0;10052;0;877650
groothandel;0;0;0;0;0;0;0
autohandel_reperatie;0;0;0;0;0;0;0
verzorging_verpleging;407646;10406;1073;0;2301;0;393866
ziekenhuis;0;0;0;0;0;0;0
onderwijs;2850169;192270;516;0;5656;0;2651727
horeca;488593;13441;248;0;2914;0;471990
overig;1165332;31640;1481;0;7789;0;1124422
