titel;bedrag
[text];[MEUR/Yr]
AardGas_maatschappelijk;-1948.04384
EnergieHeffing_AardGas;-4196.29992
BTW_Aardgas;-1290.31219
GasNet_Vastrecht;-1065.42475
BTW_VastrechtGasNet;-223.739198
Elektriciteit_maatschappelijk;-1876.75486
EnergieHeffing_Elektriciteit;-1876.75486
BTW_Elektriciteit;-788.237042
ElektriciteitsNet_Vastrecht;-1714.14408
BTW_VastrechtElektriciteitsNet;-359.970257
Woning_Eigenaar_VergoedingLabelSprong;-1349.20245
Woning_Eigenaar_VergoedingZonPV;0
Woning_Eigenaar_VergoedingZonneBoiler;0
Leverancier_Vastrecht_GeoThermie;-23.8436891
Leverancier_Vastrecht_RestWarmte;-65.0712199
Leverancier_Vastrecht_BioWKK;-4.38067765
Leverancier_Vastrecht_WijkWKK;0
BTW_Vastrecht_GeoThermie;-5.0071747
BTW_Vastrecht_RestWarmte;-13.6649562
BTW_Vastrecht_BioWKK;-0.919942306
BTW_Vastrecht_WijkWKK;0
Leverancier_Warmte_GeoThermie;-137.103771
Leverancier_Warmte_RestWarmte;-362.983733
Leverancier_Warmte_BioWKK;-23.617535
Leverancier_Warmte_WijkWKK;0
BTW_Warmte_GeoThermie;-28.7917919
BTW_Warmte_RestWarmte;-76.226584
BTW_Warmte_BioWKK;-4.95968236
BTW_Warmte_WijkWKK;0
Leverancier_Verbruik_WKO;-145.074795
BTW_Verbruik_WKO;-30.465707
Comfort_Koude_WKO;43.074
