UtiliteitsType;Aantal;Zon_PV;Zonneboiler;mWKK;eWP;EWV;hWP
[];[m^2];[m^2];[m^2];[m^2];[m^2];[m^2];[m^2]
Kantoor;71431295.9;0;0;0;695705.692;0;0
Winkel;52861541.9;0;0;0;8.8352164;0;0
Gezondheidszorg;21553850.3;0;0;0;232684.248;0;0
Logies;14530265.2;0;0;0;4334.55181;0;0
Onderwijs;38849237.2;0;0;0;42;0;0
Industrie;41075319.5;0;0;0;115.376559;0;0
Bijeenkomst;33366779.6;0;0;0;267983.049;0;0
Sport;13133561;0;0;0;0;0;0
overige_gebruiks;37161472.2;0;0;0;0;0;0
Cel;891825.209;0;0;0;5722.89589;0;0
