titel;bedrag
[text];[MEUR/Yr]
KL_p_GeoThermie;294.091664
KL_p_RestWarmte;9.0375988
KL_p_BioWKK;16.8201648
KL_p_WijkWKK;0
KL_p_WKO;1095.11714
