titel;bedrag
[text];[MEUR/Yr]
EmissieRechten_CO2Woning;-98.4857647
EmissieRechten_CO2UitlegWoning;-66.9013518
EmissieRechten_CO2Utiliteit;-169.871293
EmissieRechten_CO2UitlegUtil;-36.5752773
EmissieRechten_CO2Glastuinbouw;-34.6289892
EmissieRechten_CO2UitlegGlTb;0
ElektriciteitsNet_NetkostenWoning;0
ElektriciteitsNet_NetkostenUitlegWoning;-285.198359
ElektriciteitsNet_NetkostenUtiliteit;-708.102567
ElektriciteitsNet_NetkostenUitlegUtil;-147.881187
ElektriciteitsNet_NetkostenGlastuinbouw;-133.121645
ElektriciteitsNet_NetkostenUitlegGlTb;0
EmissieRechten_CO2WKO;-24.1641971
Woning_Gebruiker_maatschappelijk;1930.32099
UitlegWoning_Gebruiker_maatschappelijk;1596.46485
Utiliteit_Gebruiker_maatschappelijk;4037.57992
UitlegUtil_Gebruiker_maatschappelijk;864.756623
Glastuinbouw_Gebruiker_maatschappelijk;811.849832
UitlegGlTb_Gebruiker_maatschappelijk;0
WKO_Commodity;564.134484
