titel;bedrag
[text];[MEUR/Yr]
AardGas_maatschappelijk;-224.620865
EnergieHeffing_AardGas;-456.89926
GasNet_Vastrecht;0
Elektriciteit_maatschappelijk;-811.849832
EnergieHeffing_Elektriciteit;-51.0387916
ElektriciteitsNet_Vastrecht;0
Glastuinbouw_Eigenaar_VergoedingLabelSprong;0
Glastuinbouw_Eigenaar_VergoedingZonPV;0
Glastuinbouw_Eigenaar_VergoedingZonneBoiler;0
Leverancier_Vastrecht_GeoThermie;0
Leverancier_Vastrecht_RestWarmte;0
Leverancier_Vastrecht_BioWKK;0
Leverancier_Vastrecht_WijkWKK;0
Leverancier_Warmte_GeoThermie;-1016.69026
Leverancier_Warmte_RestWarmte;-198.806977
Leverancier_Warmte_BioWKK;-0.0384147413
Leverancier_Warmte_WijkWKK;0
