titel;bedrag
[text];[MEUR/Yr]
EmissieRechten_CO2Woning;-42.2820534
EmissieRechten_CO2UitlegWoning;-13.4228657
EmissieRechten_CO2Utiliteit;-67.793935
EmissieRechten_CO2UitlegUtil;-7.25812078
EmissieRechten_CO2Glastuinbouw;-13.8515957
EmissieRechten_CO2UitlegGlTb;0
ElektriciteitsNet_NetkostenWoning;0
ElektriciteitsNet_NetkostenUitlegWoning;-141.6652
ElektriciteitsNet_NetkostenUtiliteit;-706.400953
ElektriciteitsNet_NetkostenUitlegUtil;-71.4565819
ElektriciteitsNet_NetkostenGlastuinbouw;-133.121645
ElektriciteitsNet_NetkostenUitlegGlTb;0
EmissieRechten_CO2WKO;-7.50340695
Woning_Gebruiker_maatschappelijk;1796.98727
UitlegWoning_Gebruiker_maatschappelijk;712.136994
Utiliteit_Gebruiker_maatschappelijk;3587.64319
UitlegUtil_Gebruiker_maatschappelijk;379.926715
Glastuinbouw_Gebruiker_maatschappelijk;721.814461
UitlegGlTb_Gebruiker_maatschappelijk;0
WKO_Commodity;412.360015
