titel;bedrag
[text];[MEUR/Yr]
AardGas_maatschappelijk;-662.906985
EnergieHeffing_AardGas;-503.814875
GasNet_Vastrecht;-400.214337
Elektriciteit_maatschappelijk;-3793.32989
EnergieHeffing_Elektriciteit;-760.508103
ElektriciteitsNet_Vastrecht;-773.792888
Utiliteit_Eigenaar_VergoedingLabelSprong;-74.3078522
Utiliteit_Eigenaar_VergoedingZonPV;0
Utiliteit_Eigenaar_VergoedingZonneBoiler;0
Leverancier_Vastrecht_GeoThermie;-47.5394899
Leverancier_Vastrecht_RestWarmte;-123.614654
Leverancier_Vastrecht_BioWKK;-27.7956796
Leverancier_Vastrecht_WijkWKK;0
Leverancier_Warmte_GeoThermie;-92.2803837
Leverancier_Warmte_RestWarmte;-193.615738
Leverancier_Warmte_BioWKK;-44.039153
Leverancier_Warmte_WijkWKK;0
Leverancier_Verbruik_WKO;-192.234176
Comfort_Koude_WKO;0
