titel;bedrag
[text];[MEUR]
KL_e_Woning30j;0
KL_e_UitlegWoning30j;0
KL_e_Woning15j;0
KL_e_UitlegWoning15j;0
KL_e_GebouwverbeteringWoning;126.066279
KL_e_GebouwverbeteringUitlegWoning;0
KL_e_Aansluitbijdrage_GeoThermie_Woning;4.86730455
KL_e_Aansluitbijdrage_RestWarmte_Woning;8.47260752
KL_e_Aansluitbijdrage_BioWKK_Woning;1.45994506
KL_e_Aansluitbijdrage_WijkWKK_Woning;0
KL_e_Aansluitbijdrage_GeoThermie_UitlegWoning;4.74520155
KL_e_Aansluitbijdrage_RestWarmte_UitlegWoning;8.94550474
KL_e_Aansluitbijdrage_BioWKK_UitlegWoning;0.673299172
KL_e_Aansluitbijdrage_WijkWKK_UitlegWoning;0
KL_e_Aansluitbijdrage_WKO_Woning;0
KL_e_Aansluitbijdrage_WKO_UitlegWoning;3246.87113
