UtiliteitsType;Aantal;Restwarmte;GeoThermie;WijkWKK;BioWKK;WKO;Aardgas
[];[m^2];[m^2];[m^2];[m^2];[m^2];[m^2];[m^2]
kantoor;13481491;638128;127852;0;86980;0;12628531
winkel;2734017;119368;28163;0;21001;0;2565485
groothandel;0;0;0;0;0;0;0
autohandel_reperatie;0;0;0;0;0;0;0
verzorging_verpleging;1259008;27097;4005;0;3293;0;1224613
ziekenhuis;0;0;0;0;0;0;0
onderwijs;12181372;409255;3443;0;11944;0;11756730
horeca;1530363;34864;919;0;3774;0;1490806
overig;3703476;89375;5658;0;13473;0;3594970
