titel;bedrag
[text];[MEUR]
KL_e_ZonneBoiler;0
KL_e_Zon_PV;0
KL_e_mWKK;0
KL_e_eWP;0
KL_e_EWV;0
KL_e_hWP;0
KL_e_Gebouwverbetering;-8272.50105
KL_e_Aansluitbijdrage_GeoThermie;-50.259968
KL_e_Aansluitbijdrage_RestWarmte;-65.5623426
KL_e_Aansluitbijdrage_BioWKK;-20.6371156
KL_e_Aansluitbijdrage_WijkWKK;0
KL_e_projectmanagement;-20.46285
KL_e_ongeriefsvergoeding;-6.56675
KL_e_Aansluitbijdrage_WKO;0
KL_e_projectmanagement_WKO;0
KL_e_ongeriefsvergoeding_WKO;0
KL_e_EIA30;0
KL_e_EIA15;0
KL_e_EIA;0
KL_e_EIA_WKO;0
