UtiliteitsType;Aantal;Zon_PV;Zonneboiler;mWKK;eWP;EWV;hWP
[];[m^2];[m^2];[m^2];[m^2];[m^2];[m^2];[m^2]
Kantoor;71237077.3;0;0;0;4128974.69;0;0
Winkel;52719860.9;0;0;0;456.601587;0;0
Gezondheidszorg;21546293;0;0;0;700083.015;0;0
Logies;14528370.2;0;0;0;687296.552;0;0
Onderwijs;38876044;0;0;0;3695.76308;0;0
Industrie;41055356.6;0;0;0;16630.3124;0;0
Bijeenkomst;33356566.1;0;0;0;6716652.98;0;0
Sport;13129550;0;0;0;0;0;0
overige_gebruiks;37147693.7;0;0;0;0;0;0
Cel;891728.049;0;0;0;8815.6841;0;0
