titel;bedrag
[text];[MEUR/Yr]
AardGas_maatschappelijk;-42.6350193
EnergieHeffing_AardGas;-92.268492
GasNet_Vastrecht;-62.4624907
Elektriciteit_maatschappelijk;-551.535798
EnergieHeffing_Elektriciteit;-204.399138
ElektriciteitsNet_Vastrecht;-111.784584
UitlegUtil_Eigenaar_VergoedingLabelSprong;0
UitlegUtil_Eigenaar_VergoedingZonPV;0
UitlegUtil_Eigenaar_VergoedingZonneBoiler;0
Leverancier_Vastrecht_GeoThermie;-18.7978858
Leverancier_Vastrecht_RestWarmte;-17.9282396
Leverancier_Vastrecht_BioWKK;-1.89282207
Leverancier_Vastrecht_WijkWKK;0
Leverancier_Warmte_GeoThermie;-14.6409593
Leverancier_Warmte_RestWarmte;-14.5948862
Leverancier_Warmte_BioWKK;-1.47168624
Leverancier_Warmte_WijkWKK;0
Leverancier_Verbruik_WKO;-8.26167012
Comfort_Koude_WKO;0
