titel;bedrag
[text];[MEUR/Yr]
KL_p_RestWarmte;-8.56365939
Onderhoud_;-4.82728695
Admin_;-4.82728695
WarmteInkoop_Commodity;-160.078251
EnergieHeffing_Opwekking;0
KL_p_RestWarmte_EIA;0
Subsidie_RestWarmte_EEA;0
Leverancier_Verrekening;178.296484
